prompt,temperature,dataset,ka_mean
"In order to label the sentiment of the article as positive or negative, we need you to read it. [Respond 0 for negative, 1 for positive, and 2 for neutral. Respond nothing else.]",3.7,news,0.60611004478567
"In order to label the sentiment of the article as positive or negative, we need you to read it, and consider the entire article. [Respond 0 for negative, 1 for positive, and 2 for neutral. Respond nothing else.]",3.7,news,0.604586374226947
"In order to label the sentiment of the article as positive or negative, we need you to read it, and consider the entire article. [Respond 0 for negative, 1 for positive, and 2 for neutral. Respond nothing else.]",3.7,news,0.60611004478567
"In order to label the sentiment of the article as positive or negative, we need to read the paper. [Respond 0 for negative, 1 for positive, and 2 for neutral. Respond nothing else.]",3.7,news,0.604586374226947
"In order to label the sentiment of the article as positive or negative, we need to read the paper. [Respond 0 for negative, 1 for positive, and 2 for neutral. Respond nothing else.]",3.7,news,0.60611004478567
"In order to label the sentiment of the article as positive or negative, we need you to read it, and consider the entire text. [Respond 0 for negative, 1 for positive, and 2 for neutral. Respond nothing else.]",3.7,news,0.604586374226947
"In order to label the sentiment of the article as positive or negative, we need you to read it, and consider the entire text. [Respond 0 for negative, 1 for positive, and 2 for neutral. Respond nothing else.]",3.7,news,0.60611004478567
"In order to label the sentiment of the article as positive or negative, we need you to read it and make your choices. [Respond 0 for negative, 1 for positive, and 2 for neutral. Respond nothing else.]",3.7,news,0.604586374226947
"In order to label the sentiment of the article as positive or negative, we need you to read it and make your choices. [Respond 0 for negative, 1 for positive, and 2 for neutral. Respond nothing else.]",3.7,news,0.60611004478567
"In order to label the sentiment of the article as positive or negative, we need you to read it, [Respond 0 for negative, 1 for positive, and 2 for neutral. Respond nothing else.]",3.7,news,0.604586374226947
"In order to label the sentiment of the article as positive or negative, we need you to read it, [Respond 0 for negative, 1 for positive, and 2 for neutral. Respond nothing else.]",3.7,news,0.60611004478567
"In order to label the sentiment of the article as positive or negative, we need you to read it and make a decision based upon it. [Respond 0 for negative, 1 for positive, and 2 for neutral. Respond nothing else.]",3.7,news,0.604586374226947
"In order to label the sentiment of the article as positive or negative, we need you to read it and make a decision based upon it. [Respond 0 for negative, 1 for positive, and 2 for neutral. Respond nothing else.]",3.7,news,0.60611004478567
"In order to label the sentiment of the article as positive or negative, we need you to read it, and consider the entire piece in its overall tone. [Respond 0 for negative, 1 for positive, and 2 for neutral. Respond nothing else.]",3.7,news,0.604586374226947
"In order to label the sentiment of the article as positive or negative, we need you to read it, and consider the entire piece in its overall tone. [Respond 0 for negative, 1 for positive, and 2 for neutral. Respond nothing else.]",3.7,news,0.60611004478567
"In order to label the sentiment of the article as positive or negative, we need you to read it and make a note [Respond 0 for negative, 1 for positive, and 2 for neutral. Respond nothing else.]",3.7,news,0.604586374226947
"In order to label the sentiment of the article as positive or negative, we need you to read it and make a note [Respond 0 for negative, 1 for positive, and 2 for neutral. Respond nothing else.]",3.7,news,0.60611004478567
"In order to label the sentiment of the article as positive or negative, we need you to read it, and consider the entire article with an objective view. [Respond 0 for negative, 1 for positive, and 2 for neutral. Respond nothing else.]",3.7,news,0.604586374226947
"In order to label the sentiment of the article as positive or negative, we need you to read it, and consider the entire article with an objective view. [Respond 0 for negative, 1 for positive, and 2 for neutral. Respond nothing else.]",3.7,news,0.60611004478567
"The text provided is some newspaper text. Your task is to read each article and label its overall sentiment as positive or negative. Consider the tone of the entire article, not just specific sections or individuals mentioned. [Respond 0 for negative, 1 for positive, and 2 for neutral. Respond nothing else.]",3.9,news,0.6509848917257927
"The text provided is some newspaper text. Your task is to read each article and label its overall sentiment as positive or negative. Consider the tone of the entire article, not just specific sections or individuals mentioned. [Respond 0 for negative, 1 for positive, and 2 for neutral. Respond nothing else.]",3.9,news,0.657092138633774
"You have to read some newspaper text to see if its sentiment is positive or negative. [Respond 0 for negative, 1 for positive, and 2 for neutral. Respond nothing else.]",3.9,news,0.6509848917257927
"You have to read some newspaper text to see if its sentiment is positive or negative. [Respond 0 for negative, 1 for positive, and 2 for neutral. Respond nothing else.]",3.9,news,0.657092138633774
"You have to read some newspaper text to see if its sentiment is positive or negative [Respond 0 for negative, 1 for positive, and 2 for neutral. Respond nothing else.]",3.9,news,0.6509848917257927
"You have to read some newspaper text to see if its sentiment is positive or negative [Respond 0 for negative, 1 for positive, and 2 for neutral. Respond nothing else.]",3.9,news,0.657092138633774
"You have to read and label every paragraph as positive or negative. [Respond 0 for negative, 1 for positive, and 2 for neutral. Respond nothing else.]",3.9,news,0.6509848917257927
"You have to read and label every paragraph as positive or negative. [Respond 0 for negative, 1 for positive, and 2 for neutral. Respond nothing else.]",3.9,news,0.657092138633774
"You have to read some newspaper text to see if its sentiment is positive or positive. [Respond 0 for negative, 1 for positive, and 2 for neutral. Respond nothing else.]",3.9,news,0.6509848917257927
"You have to read some newspaper text to see if its sentiment is positive or positive. [Respond 0 for negative, 1 for positive, and 2 for neutral. Respond nothing else.]",3.9,news,0.657092138633774
"You have to read some newspaper text to see if its sentiment is positive or sour. [Respond 0 for negative, 1 for positive, and 2 for neutral. Respond nothing else.]",3.9,news,0.6509848917257927
"You have to read some newspaper text to see if its sentiment is positive or sour. [Respond 0 for negative, 1 for positive, and 2 for neutral. Respond nothing else.]",3.9,news,0.657092138633774
"You have to read some newspaper text to see if its sentiment is positive or just negative. [Respond 0 for negative, 1 for positive, and 2 for neutral. Respond nothing else.]",3.9,news,0.6509848917257927
"You have to read some newspaper text to see if its sentiment is positive or just negative. [Respond 0 for negative, 1 for positive, and 2 for neutral. Respond nothing else.]",3.9,news,0.657092138633774
"You have to read some newspaper text to see if its sentiment is positive or negative. you have to label the sentiment as positive [Respond 0 for negative, 1 for positive, and 2 for neutral. Respond nothing else.]",3.9,news,0.6509848917257927
"You have to read some newspaper text to see if its sentiment is positive or negative. you have to label the sentiment as positive [Respond 0 for negative, 1 for positive, and 2 for neutral. Respond nothing else.]",3.9,news,0.657092138633774
