V201549x,V202022,V201452,V201507x,V201600,V202406,V201007d,profile
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 80 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 80 years old. I am a woman. I am somewhat interested in politics."
"Racially, I am white.",,I do not attend church.,I am 50 years old.,I am a woman.,,,"Racially, I am white. I do not attend church. I am 50 years old. I am a woman."
"Racially, I am asian.",,I attend church.,I am 62 years old.,I am a man.,,,"Racially, I am asian. I attend church. I am 62 years old. I am a man."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 35 years old.,I am a man.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 35 years old. I am a man. I am very interested in politics."
"Racially, I am asian.",I like to discuss politics with my family and friends.,I do not attend church.,I am 63 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am asian. I like to discuss politics with my family and friends. I do not attend church. I am 63 years old. I am a woman. I am somewhat interested in politics."
"Racially, I am black.",I never discuss politics with my family or friends.,I attend church.,I am 70 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am black. I never discuss politics with my family or friends. I attend church. I am 70 years old. I am a woman. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 27 years old.,I am a man.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 27 years old. I am a man. I am very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 62 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 62 years old. I am a woman. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 29 years old.,I am a woman.,I am not at all interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 29 years old. I am a woman. I am not at all interested in politics."
"Racially, I am black.",I like to discuss politics with my family and friends.,I attend church.,I am 61 years old.,I am a man.,I am somewhat interested in politics.,,"Racially, I am black. I like to discuss politics with my family and friends. I attend church. I am 61 years old. I am a man. I am somewhat interested in politics."
"Racially, I am native American.",I like to discuss politics with my family and friends.,I attend church.,I am 19 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am native American. I like to discuss politics with my family and friends. I attend church. I am 19 years old. I am a woman. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 27 years old.,I am a woman.,I am not at all interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 27 years old. I am a woman. I am not at all interested in politics."
"Racially, I am white.",,I attend church.,I am 73 years old.,I am a woman.,,,"Racially, I am white. I attend church. I am 73 years old. I am a woman."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 31 years old.,I am a woman.,,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 31 years old. I am a woman."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 50 years old.,I am a man.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 50 years old. I am a man. I am very interested in politics."
"Racially, I am black.",,I do not attend church.,I am 60 years old.,I am a woman.,,,"Racially, I am black. I do not attend church. I am 60 years old. I am a woman."
"Racially, I am hispanic.",I like to discuss politics with my family and friends.,I do not attend church.,I am 55 years old.,,I am somewhat interested in politics.,,"Racially, I am hispanic. I like to discuss politics with my family and friends. I do not attend church. I am 55 years old. I am somewhat interested in politics."
