V201549x,V202022,V201200,V201231x,V201452,V201507x,V201600,V202406,V201007d,profile
"Racially, I am asian.",I like to discuss politics with my family and friends.,,"Politically, I am an independent.",I do not attend church.,I am 80 years old.,I am a woman.,I am very interested in politics.,,"Racially, I am asian. I like to discuss politics with my family and friends. Politically, I am an independent. I do not attend church. I am 80 years old. I am a woman. I am very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am liberal.","Politically, I am a weak Democrat.",I do not attend church.,I am 36 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am liberal. Politically, I am a weak Democrat. I do not attend church. I am 36 years old. I am a woman. I am somewhat interested in politics."
,I like to discuss politics with my family and friends.,"Ideologically, I am slightly liberal.","Politically, I am a strong Democrat.",I do not attend church.,I am 48 years old.,I am a man.,I am very interested in politics.,,"I like to discuss politics with my family and friends. Ideologically, I am slightly liberal. Politically, I am a strong Democrat. I do not attend church. I am 48 years old. I am a man. I am very interested in politics."
"Racially, I am asian.",I like to discuss politics with my family and friends.,"Ideologically, I am moderate.","Politically, I am an independent.",I do not attend church.,I am 29 years old.,I am a man.,I am not very interested in politics.,,"Racially, I am asian. I like to discuss politics with my family and friends. Ideologically, I am moderate. Politically, I am an independent. I do not attend church. I am 29 years old. I am a man. I am not very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,,"Politically, I am a strong Democrat.",I do not attend church.,I am 66 years old.,I am a man.,I am not very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Politically, I am a strong Democrat. I do not attend church. I am 66 years old. I am a man. I am not very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am liberal.","Politically, I am a strong Democrat.",I do not attend church.,I am 69 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am liberal. Politically, I am a strong Democrat. I do not attend church. I am 69 years old. I am a woman. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am slightly liberal.","Politically, I am an independent who leans Democratic.",I do not attend church.,I am 80 years old.,I am a man.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am slightly liberal. Politically, I am an independent who leans Democratic. I do not attend church. I am 80 years old. I am a man. I am very interested in politics."
"Racially, I am white.",,"Ideologically, I am slightly conservative.","Politically, I am an independent who leans Republican.",I do not attend church.,I am 61 years old.,I am a man.,,,"Racially, I am white. Ideologically, I am slightly conservative. Politically, I am an independent who leans Republican. I do not attend church. I am 61 years old. I am a man."
"Racially, I am native American.",I like to discuss politics with my family and friends.,"Ideologically, I am moderate.","Politically, I am a weak Republican.",I do not attend church.,I am 50 years old.,I am a woman.,I am not very interested in politics.,,"Racially, I am native American. I like to discuss politics with my family and friends. Ideologically, I am moderate. Politically, I am a weak Republican. I do not attend church. I am 50 years old. I am a woman. I am not very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am liberal.","Politically, I am a strong Democrat.",I do not attend church.,I am 39 years old.,I am a man.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am liberal. Politically, I am a strong Democrat. I do not attend church. I am 39 years old. I am a man. I am very interested in politics."
,I like to discuss politics with my family and friends.,"Ideologically, I am slightly liberal.","Politically, I am a strong Democrat.",I do not attend church.,I am 29 years old.,I am a man.,I am somewhat interested in politics.,,"I like to discuss politics with my family and friends. Ideologically, I am slightly liberal. Politically, I am a strong Democrat. I do not attend church. I am 29 years old. I am a man. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am slightly liberal.","Politically, I am an independent who leans Democratic.",I do not attend church.,I am 66 years old.,I am a man.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am slightly liberal. Politically, I am an independent who leans Democratic. I do not attend church. I am 66 years old. I am a man. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am moderate.","Politically, I am an independent.",I do not attend church.,I am 53 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am moderate. Politically, I am an independent. I do not attend church. I am 53 years old. I am a woman. I am somewhat interested in politics."
