codingid,coderid,manifestoid,sentenceid,code,scale,party,year,source,sentence_text,sentence_context,uid
334314017,2.13e+07,LD 1987,20005491,-1,Economic,Liberal Democrats,1987,Crowd,"SPREADING TECHNOLOGY. We will develop Information Technology Centres as resources of technological expertise in collaboration with local colleges, polytechnics and universities and computing.","REWARDING EXCELLENCE. We will institute an annual 'Queen's Award' for schools, to be judged by an independent panel of experts, for outstanding progress, teaching and curriculum innovation and success. PROMOTING PROFESSIONALISM. We will establish 'teacher fellowships' as one year awards to outstanding teachers. SPREADING TECHNOLOGY. WE WILL DEVELOP INFORMATION TECHNOLOGY CENTRES AS RESOURCES OF TECHNOLOGICAL EXPERTISE IN COLLABORATION WITH LOCAL COLLEGES, POLYTECHNICS AND UNIVERSITIES AND COMPUTING. ENRICHING EXPERIENCE. We will initiate a pilot project of summer schools, targeted on inner city children, to enhance performance across the curriculum we will approach independent schools to participate and make their facilities available for these summer schools.",UID5727
204714581,3385164,Con 1997,40008361,1,Social,Conservatives,1997,Crowd,"The Conservative Government has a comprehensive strategy, launched in 1995, committed to fighting drugs in communities and in schools.","They can destroy whole neighbourhoods. The promising youth of today can too easily become the sad dropouts of tomorrow turning to crime and violence. THE CONSERVATIVE GOVERNMENT HAS A COMPREHENSIVE STRATEGY, LAUNCHED IN 1995, COMMITTED TO FIGHTING DRUGS IN COMMUNITIES AND IN SCHOOLS. It is tough on criminals and vigilant at our ports. It is respected throughout the world.",UID14535
17032,Alex,LD 1987,20006121,NA,None,Liberal Democrats,1987,Experts,More prudent use of our oil and gas resources so that they are not depleted too quickly,"Britain is in a better position than many other countries to do this because of the natural assets we have. Alliance energy policy avoids dependence on any single source of supply and is based on: MORE PRUDENT USE OF OUR OIL AND GAS RESOURCES SO THAT THEY ARE NOT DEPLETED TOO QUICKLY Continued modernisation and development of the coal industry, including new coal-fired power stations with measures to prevent acid rain and more help to areas affected by pit closures the power to license coal mines would be transferred from British Coal to the Department of Energy to prevent abuse of monopoly",UID12566
334667810,2.09e+07,Con 1987,10006751,1,Economic,Conservatives,1987,Crowd,"They do not want to rely on the State alone for their income nor, increasingly, are they doing so.","We will continue to maintain the value of the state retirement pension. But retired people value their independence. THEY DO NOT WANT TO RELY ON THE STATE ALONE FOR THEIR INCOME NOR, INCREASINGLY, ARE THEY DOING SO. We share Beveridge's original goal of a good basic pension from the State, together with a second income from occupational and personal pensions and savings. Pensioners have benefited from our success against inflation.",UID19626
334665879,1.85e+07,Lab 1997,60009211,-1,Social,Labour,1997,Crowd,There will be a streamlined system of appeals for visitors denied a visa.,"We will ensure that these are properly enforced. We will, however, reform the system in current use to remove the arbitrary and unfair results that can follow from the existing 'primary purpose' rule. THERE WILL BE A STREAMLINED SYSTEM OF APPEALS FOR VISITORS DENIED A VISA. The system for dealing with asylum seekers is expensive and slow - there are many undecided cases dating back beyond 1993. We will ensure swift and fair decisions on whether someone can stay or go, control unscrupulous immigration advisors and crack down on the fraudulent use of birth certificates.",UID2716
334314818,1.74e+07,Con 1987,10008871,NA,None,Conservatives,1987,Crowd,"Attendances at theatres, concerts, cinemas and historic houses have all risen significantly.","Tourists flock to this country to enjoy the highest standards of theatre, music, artistic excellence and our museums. Art centres have nearly doubled in number since 1979. ATTENDANCES AT THEATRES, CONCERTS, CINEMAS AND HISTORIC HOUSES HAVE ALL RISEN SIGNIFICANTLY. Under the Conservatives, spending on the arts has risen by 15 per cent since 1979 after allowing for inflation. Over the same period, the Arts Council grant has risen from £61 million to nearly £139 million.",UID1211
31241,Pablo,Lab 2005,1150003551,NA,None,Labour,2005,Experts,The way to achieve this is not a return to the 11-plus or a free-for-all on admissions policies.,"We will allow successful primary schools, like secondary schools, to become foundation schools by a simple vote of their governing body following consultation with their parents. Every secondary school an independent specialist school. We want all secondary schools to be independent specialist schools with a strong ethos, high-quality leadership, good discipline (including school uniforms), setting by ability and high-quality facilities as the norm. THE WAY TO ACHIEVE THIS IS NOT A RETURN TO THE 11-PLUS OR A FREE-FOR-ALL ON ADMISSIONS POLICIES. It is to ensure that independent specialist schools tailor education to the needs, interests and aptitudes of each pupil within a fair admissions system. There are over 2,000 specialist schools - schools which teach the entire national curriculum and also have a centre of excellence.",UID12230
7461,Mik,LD 1997,50008241,NA,None,Liberal Democrats,1997,Experts,We support the addition of an environmental sustainability clause to the GATT setting out agreed principles of environmental policy against which trade measures can be judged.,"We will support the work of the International Labour Organisation in raising labour standards throughout the world. Advance environmental objectives. WE SUPPORT THE ADDITION OF AN ENVIRONMENTAL SUSTAINABILITY CLAUSE TO THE GATT SETTING OUT AGREED PRINCIPLES OF ENVIRONMENTAL POLICY AGAINST WHICH TRADE MEASURES CAN BE JUDGED. Reduce trans-national corporations' ability to abuse market power, through the development of a framework for global competition policy. The Liberal Democrats and your tax. A copy of our Annual Tax Contract will be delivered to each UK household following the Budget each year.",UID10019
334666745,2.06e+07,LD 1997,50006331,-2,Economic,Liberal Democrats,1997,Crowd,Expand private pensions and give people more control over their pensions.,Protect the rights of older people. We will legislate against discrimination on the grounds of age. EXPAND PRIVATE PENSIONS AND GIVE PEOPLE MORE CONTROL OVER THEIR PENSIONS. We wish to see more people making provision for their old age. We will replace the State Earnings Related Scheme (SERPS) with a scheme under which all employees have personal or occupational pensions.,UID7035
38748,Ken,Con 1997,40004451,NA,None,Conservatives,1997,Experts,This will give teachers and parents a benchmark against which they can measure future progress.,"We will publish all school test results, including the results of tests of 7 and 14 year olds. We propose also to assess every child at five. THIS WILL GIVE TEACHERS AND PARENTS A BENCHMARK AGAINST WHICH THEY CAN MEASURE FUTURE PROGRESS. To give a better measure of pupil's performance, marks out of 100 will be made available to parents as well as the broad-brush levels. We will also introduce a new test for 14 year old children that covers the whole National Curriculum - assessing progress before they choose subjects for GCSE.",UID9905
6108,Pablo,LD 1987,20000981,NA,None,Liberal Democrats,1987,Experts,It will no longer be possible for two political parties to run the House of Commons to suit their own convenience.,"Parliament itself needs a shake-up. A fair electoral system will have that effect but even under the present system many existing Parliamentary practices will not survive for long after this election, because three major political forces will be strongly represented. IT WILL NO LONGER BE POSSIBLE FOR TWO POLITICAL PARTIES TO RUN THE HOUSE OF COMMONS TO SUIT THEIR OWN CONVENIENCE. We intend to put the control of parliamentary time in the hands of an All-Party Business Committee and to make much more use of select committees: we want widely-supported private members bills to have sufficient time to be debated and decided upon. In recent years the House of Lords has proved the value of a second chamber by its careful scrutiny of bills which got little attention in the Commons and by its willingness to defeat the government on issues of national concern.",UID6253
370522977,2.03e+07,Lab 2001,1120003591,-1,Economic,Labour,2001,Crowd,"We will cut back the red tape associated with regulation, examine opportunities to put time limits on regulations, deregulate by secondary legislation, and offer help to small firms.","In the labour market, minimum standards for people at work offer dignity and self-esteem. Regulation should be introduced, where it is necessary, in a light-touch way. WE WILL CUT BACK THE RED TAPE ASSOCIATED WITH REGULATION, EXAMINE OPPORTUNITIES TO PUT TIME LIMITS ON REGULATIONS, DEREGULATE BY SECONDARY LEGISLATION, AND OFFER HELP TO SMALL FIRMS. Over 150,000 small businesses have been set up since 1997. We will develop the Small Business Service as an advocate for small business in government and a servant of small businesses around the country.",UID14370
